VarA,VarB
0.9791086905867918,-0.12888982202072385
0.19656360045395493,0.4031767853050617
0.26084059942600213,0.6824475497194654
2.43264142838403,-0.2959678457289025
-0.6897899677594177,-0.08894118132858002
-0.21216537351124543,0.4249579402353488
3.538880733633684,0.2861089729542664
-0.11982861701196379,-0.4659144258249073
1.0409091982773786,-0.8413110022719354
0.6888457280110595,0.8515942454085332
3.9060951957158148,-1.0374612004208341
-1.4557731327732113,0.6761360301816807
-0.3474149198394183,0.6493661072567444
0.28451534411422086,1.0951495681298853
2.560663230499352,0.4288013926268943
3.808265672559279,1.32480493660425
1.9587716346924977,-0.8210775317635002
1.8033678584442727,-0.29797572056376287
0.58011746977771,-0.5821996787139684
2.1967363678217335,-0.08526583984961525
1.1985067335089408,-1.7186842338795303
1.7802075690202397,-0.9893962397850425
1.6832077468186137,1.0496952319547648
-1.4605044131782008,0.24276354842191789
-0.8208652162907493,-1.7866316550167203
1.2523956863008177,0.6310494513864239
3.2657572593671076,2.0435991737800756
0.20561646752518037,-1.7670395725976158
-0.06100550049644582,-0.8653231820966526
1.988096173843811,-0.2423968613936595
0.06342432122722608,0.4640490585393666
3.6283557209630612,-0.8438963816481451
2.4442525229187027,1.8682159650868004
2.4450495869447098,-1.149215604143779
1.3020730689440034,-0.3535832579654171
-1.6301011425502727,0.08759805163019535
0.5675063271326037,0.7021890337747361
0.570845922810673,2.169680393960063
4.258564246396088,1.0886826380186665
-1.717170438337464,0.8363800669401584
-0.7379469208965213,0.06571042992871953
3.2616630028558373,0.8653717188155595
1.5828761417250645,0.03288527291222422
-0.5461630053794113,0.42250060572814585
-0.2933004387704852,0.6623574215595377
-0.5048687580492723,-0.23457923798720998
1.039000937361069,0.49030385809502924
1.4758487030368914,0.027333833307892047
2.311869302248308,0.8932496973479327
2.751153768174353,-1.5752353995649313
1.648586685610475,-0.4800461029486421
0.3418954305962374,1.1866054853971326
-1.8450940583772004,-0.28310182593025296
0.29349193425652953,-0.17997453554858875
1.2784983121851838,0.4555355272794161
2.206170659198755,1.1756035803346148
1.9139745471270746,-0.18915221677440966
0.6358586406271727,2.6691493349669297
3.0135706887051077,0.4515649788563185
-2.2913704840230813,-0.8529731190836605
0.7360338017292587,0.4014693943861988
1.0731480452154336,0.09663626256466232
-3.64091572271907,1.369235638273871
0.6226156374170146,-0.905210735453462
0.933900242552445,0.02470851986588136
3.56594992452277,-0.056940885586889145
2.4280785486696943,0.08062938336782381
2.3104043416639617,-0.2091265469064824
-0.3763863044948119,-0.31283857470741605
0.3389118606645096,-2.2759221714356435
2.509752603113597,0.6770972225769682
0.33550723514335146,-1.0270234723289333
-0.03852880196705444,-0.01577808930138981
0.27534896917204976,-1.3971825447332349
-1.0486094763890792,0.265524395194961
0.9722769572656195,-0.7972815032739833
4.020998787269279,-0.959827985713209
3.3955515822876157,-0.7627240567719573
2.027892666286411,-0.6742438932369528
-0.5877683957484674,0.23590604828523018
1.1992350377658811,-0.6461111668320598
5.092458152246765,0.011466130417642483
1.9116916796921202,0.2735227510008385
3.653734410292456,-2.0921181797087027
1.1970174765709654,-1.470438816662772
1.1973040859287087,0.9734336328773552
3.204941954528424,0.4922184022034628
0.9261934934117962,0.2581008548711659
1.0077899327776911,1.436847922868069
1.0955006463261379,1.0956607706087225
0.630241931982397,-0.028119569578444227
1.3978596875894032,0.4533890029421112
0.3571968692508313,0.3271268897699844
3.712312927733735,0.17212069263607216
2.770479834023724,0.1419355457314559
2.416931887782223,-1.0654057500574885
4.1662655804866215,-1.0539110514259766
-0.20371865309151316,0.6100315015423636
1.2328125981161768,-0.7447377637764293
0.8339926668957444,-0.37245136647972693
